;TimeOfDay;HeadwayTime_L1;LinkTravelTime_L1;HeadwayTime_L2;LinkTravelTime_L2;HeadwayTime_L3;LinkTravelTime_L3;DayType_1;DayType_2;DayType_3;LinkRef_200:10427->200:1183;LinkRef_200:1183->200:2673;LinkRef_200:1188->200:1190;LinkRef_200:1190->200:1192;LinkRef_200:1192->200:1193;LinkRef_200:2673->200:2675;LinkRef_200:2675->200:1188;LinkTravelTime
4958;21;386.0;47.0;956.0;97.0;1679.0;42.0;0;0;1;0;1;0;0;0;0;0;75.0
4959;21;393.0;58.0;940.0;65.0;1647.0;62.0;0;0;1;0;0;0;0;0;1;0;65.0
4960;21;371.0;43.0;923.0;48.0;1626.0;48.0;0;0;1;0;0;0;0;0;0;1;48.0
4961;21;356.0;106.0;949.0;65.0;1620.0;97.0;0;0;1;0;0;1;0;0;0;0;91.0
4962;21;343.0;176.0;968.0;138.0;1606.0;178.0;0;0;1;0;0;0;1;0;0;0;179.0
4963;21;360.0;42.0;1004.0;38.0;1643.0;37.0;0;0;1;0;0;0;0;1;0;0;58.0
5002;21;551.0;35.0;893.0;63.0;1537.0;61.0;0;0;1;1;0;0;0;0;0;0;46.0
5003;21;540.0;75.0;926.0;47.0;1496.0;97.0;0;0;1;0;1;0;0;0;0;0;63.0
5004;21;546.0;65.0;939.0;58.0;1486.0;65.0;0;0;1;0;0;0;0;0;1;0;71.0
5005;21;556.0;48.0;927.0;43.0;1479.0;48.0;0;0;1;0;0;0;0;0;0;1;49.0
5007;21;543.0;179.0;886.0;176.0;1511.0;138.0;0;0;1;0;0;0;1;0;0;0;166.0
5008;21;518.0;58.0;878.0;42.0;1522.0;38.0;0;0;1;0;0;0;0;1;0;0;49.0
5047;21;564.0;46.0;1115.0;35.0;1457.0;63.0;0;0;1;1;0;0;0;0;0;0;73.0
5048;21;547.0;63.0;1087.0;75.0;1473.0;47.0;0;0;1;0;1;0;0;0;0;0;49.0
5049;22;556.0;71.0;1102.0;65.0;1495.0;58.0;0;0;1;0;0;0;0;0;1;0;64.0
5050;22;567.0;49.0;1123.0;48.0;1494.0;43.0;0;0;1;0;0;0;0;0;0;1;50.0
5051;22;1095.0;91.0;1451.0;106.0;2044.0;65.0;0;0;1;0;0;1;0;0;0;0;63.0
5052;22;539.0;166.0;1082.0;179.0;1425.0;176.0;0;0;1;0;0;0;1;0;0;0;166.0
5053;22;561.0;49.0;1079.0;58.0;1439.0;42.0;0;0;1;0;0;0;0;1;0;0;52.0
5092;22;848.0;73.0;1412.0;46.0;1963.0;35.0;0;0;1;1;0;0;0;0;0;0;83.0
5093;22;861.0;49.0;1408.0;63.0;1948.0;75.0;0;0;1;0;1;0;0;0;0;0;53.0
5094;22;859.0;64.0;1415.0;71.0;1961.0;65.0;0;0;1;0;0;0;0;0;1;0;62.0
5095;22;862.0;50.0;1429.0;49.0;1985.0;48.0;0;0;1;0;0;0;0;0;0;1;50.0
5096;22;888.0;63.0;1983.0;91.0;2339.0;106.0;0;0;1;0;0;1;0;0;0;0;89.0
5097;22;915.0;166.0;1454.0;166.0;1997.0;179.0;0;0;1;0;0;0;1;0;0;0;176.0
5098;22;900.0;52.0;1461.0;49.0;1979.0;58.0;0;0;1;0;0;0;0;1;0;0;42.0
5137;22;298.0;83.0;1146.0;73.0;1710.0;46.0;0;0;1;1;0;0;0;0;0;0;104.0
5138;22;272.0;53.0;1133.0;49.0;1680.0;63.0;0;0;1;0;1;0;0;0;0;0;50.0
5139;22;265.0;62.0;1124.0;64.0;1680.0;71.0;0;0;1;0;0;0;0;0;1;0;53.0
5140;22;253.0;50.0;1115.0;50.0;1682.0;49.0;0;0;1;0;0;0;0;0;0;1;60.0
5141;22;231.0;89.0;1119.0;63.0;2214.0;91.0;0;0;1;0;0;1;0;0;0;0;67.0
5142;22;184.0;176.0;1099.0;166.0;1638.0;166.0;0;0;1;0;0;0;1;0;0;0;125.0
5143;22;162.0;42.0;1062.0;52.0;1623.0;49.0;0;0;1;0;0;0;0;1;0;0;34.0
5182;22;829.0;104.0;1127.0;83.0;1975.0;73.0;0;0;1;1;0;0;0;0;0;0;63.0
5183;22;852.0;50.0;1124.0;53.0;1985.0;49.0;0;0;1;0;1;0;0;0;0;0;54.0
5184;22;860.0;53.0;1125.0;62.0;1984.0;64.0;0;0;1;0;0;0;0;0;1;0;58.0
5185;22;877.0;60.0;1130.0;50.0;1992.0;50.0;0;0;1;0;0;0;0;0;0;1;52.0
5186;22;905.0;67.0;1136.0;89.0;2024.0;63.0;0;0;1;0;0;1;0;0;0;0;95.0
5187;22;881.0;125.0;1065.0;176.0;1980.0;166.0;0;0;1;0;0;0;1;0;0;0;122.0
5188;22;906.0;34.0;1068.0;42.0;1968.0;52.0;0;0;1;0;0;0;0;1;0;0;46.0
5227;22;523.0;63.0;1352.0;104.0;1650.0;83.0;0;0;1;1;0;0;0;0;0;0;51.0
5228;22;503.0;54.0;1355.0;50.0;1627.0;53.0;0;0;1;0;1;0;0;0;0;0;53.0
5229;22;504.0;58.0;1364.0;53.0;1629.0;62.0;0;0;1;0;0;0;0;0;1;0;61.0
5230;22;505.0;52.0;1382.0;60.0;1635.0;50.0;0;0;1;0;0;0;0;0;0;1;51.0
5231;22;484.0;95.0;1389.0;67.0;1620.0;89.0;0;0;1;0;0;1;0;0;0;0;74.0
5232;22;542.0;122.0;1423.0;125.0;1607.0;176.0;0;0;1;0;0;0;1;0;0;0;180.0
5233;22;534.0;46.0;1440.0;34.0;1602.0;42.0;0;0;1;0;0;0;0;1;0;0;51.0
5272;22;596.0;51.0;1119.0;63.0;1948.0;104.0;0;0;1;1;0;0;0;0;0;0;67.0
5273;22;595.0;53.0;1098.0;54.0;1950.0;50.0;0;0;1;0;1;0;0;0;0;0;52.0
5274;22;597.0;61.0;1101.0;58.0;1961.0;53.0;0;0;1;0;0;0;0;0;1;0;63.0
5275;22;593.0;51.0;1098.0;52.0;1975.0;60.0;0;0;1;0;0;0;0;0;0;1;46.0
5276;22;595.0;74.0;1079.0;95.0;1984.0;67.0;0;0;1;0;0;1;0;0;0;0;76.0
5277;22;552.0;180.0;1094.0;122.0;1975.0;125.0;0;0;1;0;0;0;1;0;0;0;120.0
5278;22;553.0;51.0;1087.0;46.0;1993.0;34.0;0;0;1;0;0;0;0;1;0;0;39.0
5317;22;610.0;67.0;1206.0;51.0;1729.0;63.0;0;0;1;1;0;0;0;0;0;0;67.0
5318;23;628.0;52.0;1223.0;53.0;1726.0;54.0;0;0;1;0;1;0;0;0;0;0;54.0
5319;23;634.0;63.0;1231.0;61.0;1735.0;58.0;0;0;1;0;0;0;0;0;1;0;68.0
5320;23;639.0;46.0;1232.0;51.0;1737.0;52.0;0;0;1;0;0;0;0;0;0;1;52.0
5321;23;683.0;76.0;1278.0;74.0;1762.0;95.0;0;0;1;0;0;1;0;0;0;0;120.0
5322;23;709.0;120.0;1261.0;180.0;1803.0;122.0;0;0;1;0;0;0;1;0;0;0;163.0
5323;23;717.0;39.0;1270.0;51.0;1804.0;46.0;0;0;1;0;0;0;0;1;0;0;46.0
5362;23;511.0;67.0;1121.0;67.0;1717.0;51.0;0;0;1;1;0;0;0;0;0;0;105.0
5363;23;498.0;54.0;1126.0;52.0;1721.0;53.0;0;0;1;0;1;0;0;0;0;0;57.0
5364;23;479.0;68.0;1113.0;63.0;1710.0;61.0;0;0;1;0;0;0;0;0;1;0;69.0
5365;23;473.0;52.0;1112.0;46.0;1705.0;51.0;0;0;1;0;0;0;0;0;0;1;73.0
5366;23;411.0;120.0;1094.0;76.0;1689.0;74.0;0;0;1;0;0;1;0;0;0;0;58.0
5367;23;357.0;163.0;1066.0;120.0;1618.0;180.0;0;0;1;0;0;0;1;0;0;0;109.0
5368;23;367.0;46.0;1084.0;39.0;1637.0;51.0;0;0;1;0;0;0;0;1;0;0;70.0
5408;23;688.0;57.0;1186.0;54.0;1814.0;52.0;0;0;1;0;1;0;0;0;0;0;99.0
5409;23;669.0;69.0;1148.0;68.0;1782.0;63.0;0;0;1;0;0;0;0;0;1;0;50.0
5410;23;652.0;73.0;1125.0;52.0;1764.0;46.0;0;0;1;0;0;0;0;0;0;1;56.0
5411;23;648.0;58.0;1059.0;120.0;1742.0;76.0;0;0;1;0;0;1;0;0;0;0;54.0
5412;23;718.0;109.0;1075.0;163.0;1784.0;120.0;0;0;1;0;0;0;1;0;0;0;179.0
5413;23;714.0;70.0;1081.0;46.0;1798.0;39.0;0;0;1;0;0;0;0;1;0;0;53.0
5452;23;1202.0;105.0;1713.0;67.0;2323.0;67.0;0;0;1;1;0;0;0;0;0;0;83.0
5453;23;509.0;99.0;1197.0;57.0;1695.0;54.0;0;0;1;0;1;0;0;0;0;0;52.0
5454;23;528.0;50.0;1197.0;69.0;1676.0;68.0;0;0;1;0;0;0;0;0;1;0;69.0
5455;23;535.0;56.0;1187.0;73.0;1660.0;52.0;0;0;1;0;0;0;0;0;0;1;42.0
5456;23;549.0;54.0;1197.0;58.0;1608.0;120.0;0;0;1;0;0;1;0;0;0;0;68.0
5457;23;541.0;179.0;1259.0;109.0;1616.0;163.0;0;0;1;0;0;0;1;0;0;0;171.0
5458;23;523.0;53.0;1237.0;70.0;1604.0;46.0;0;0;1;0;0;0;0;1;0;0;48.0
5497;23;645.0;83.0;1847.0;105.0;2358.0;67.0;0;0;1;1;0;0;0;0;0;0;89.0
5498;23;647.0;52.0;1156.0;99.0;1844.0;57.0;0;0;1;0;1;0;0;0;0;0;54.0
5499;23;673.0;69.0;1201.0;50.0;1870.0;69.0;0;0;1;0;0;0;0;0;1;0;65.0
5500;23;672.0;42.0;1207.0;56.0;1859.0;73.0;0;0;1;0;0;0;0;0;0;1;62.0
5501;23;665.0;68.0;1214.0;54.0;1862.0;58.0;0;0;1;0;0;1;0;0;0;0;61.0
5502;23;631.0;171.0;1172.0;179.0;1890.0;109.0;0;0;1;0;0;0;1;0;0;0;137.0
5503;23;648.0;48.0;1171.0;53.0;1885.0;70.0;0;0;1;0;0;0;0;1;0;0;48.0
5542;0;1350.0;89.0;1995.0;83.0;3197.0;105.0;0;0;1;1;0;0;0;0;0;0;49.0
5543;0;1357.0;54.0;2004.0;52.0;2513.0;99.0;0;0;1;0;1;0;0;0;0;0;61.0
5544;0;1329.0;65.0;2002.0;69.0;2530.0;50.0;0;0;1;0;0;0;0;0;1;0;67.0
5545;0;1339.0;62.0;2011.0;42.0;2546.0;56.0;0;0;1;0;0;0;0;0;0;1;46.0
5546;0;1411.0;61.0;2076.0;68.0;2625.0;54.0;0;0;1;0;0;1;0;0;0;0;97.0
5547;0;1439.0;137.0;2070.0;171.0;2611.0;179.0;0;0;1;0;0;0;1;0;0;0;165.0
5548;0;1423.0;48.0;2071.0;48.0;2594.0;53.0;0;0;1;0;0;0;0;1;0;0;49.0
5587;0;962.0;49.0;2312.0;89.0;2957.0;83.0;0;0;1;1;0;0;0;0;0;0;113.0
5588;0;944.0;61.0;2301.0;54.0;2948.0;52.0;0;0;1;0;1;0;0;0;0;0;43.0
5589;0;943.0;67.0;2272.0;65.0;2945.0;69.0;0;0;1;0;0;0;0;0;1;0;66.0
5590;0;925.0;46.0;2264.0;62.0;2936.0;42.0;0;0;1;0;0;0;0;0;0;1;54.0
5591;0;883.0;97.0;2294.0;61.0;2959.0;68.0;0;0;1;0;0;1;0;0;0;0;91.0
5592;0;832.0;165.0;2271.0;137.0;2902.0;171.0;0;0;1;0;0;0;1;0;0;0;92.0
5593;0;849.0;49.0;2272.0;48.0;2920.0;48.0;0;0;1;0;0;0;0;1;0;0;39.0
5632;0;1244.0;113.0;2206.0;49.0;3556.0;89.0;0;0;1;1;0;0;0;0;0;0;44.0
5633;0;1302.0;43.0;2246.0;61.0;3603.0;54.0;0;0;1;0;1;0;0;0;0;0;84.0
5634;0;1302.0;66.0;2245.0;67.0;3574.0;65.0;0;0;1;0;0;0;0;0;1;0;66.0
5635;0;1315.0;54.0;2240.0;46.0;3579.0;62.0;0;0;1;0;0;0;0;0;0;1;44.0
5636;0;1292.0;91.0;2175.0;97.0;3586.0;61.0;0;0;1;0;0;1;0;0;0;0;68.0
5637;0;1304.0;92.0;2136.0;165.0;3575.0;137.0;0;0;1;0;0;0;1;0;0;0;126.0
5638;0;1279.0;39.0;2128.0;49.0;3551.0;48.0;0;0;1;0;0;0;0;1;0;0;41.0
5711;1;2462.0;44.0;3706.0;113.0;4668.0;49.0;0;0;1;1;0;0;0;0;0;0;92.0
5712;1;2409.0;84.0;3711.0;43.0;4655.0;61.0;0;0;1;0;1;0;0;0;0;0;48.0
5713;1;2424.0;66.0;3726.0;66.0;4669.0;67.0;0;0;1;0;0;0;0;0;1;0;65.0
5714;1;2421.0;44.0;3736.0;54.0;4661.0;46.0;0;0;1;0;0;0;0;0;0;1;64.0
5715;1;2414.0;68.0;3706.0;91.0;4589.0;97.0;0;0;1;0;0;1;0;0;0;0;61.0
5716;1;2451.0;126.0;3755.0;92.0;4587.0;165.0;0;0;1;0;0;0;1;0;0;0;163.0
5717;1;2454.0;41.0;3733.0;39.0;4582.0;49.0;0;0;1;0;0;0;0;1;0;0;44.0
11252;3;1927.0;46.0;3388.0;71.0;5295.0;65.0;1;0;0;0;1;0;0;0;0;0;68.0
11253;3;1925.0;58.0;3363.0;81.0;5303.0;48.0;1;0;0;0;0;0;0;0;1;0;56.0
11254;3;1934.0;37.0;3618.0;48.0;5335.0;32.0;1;0;0;0;0;0;0;0;0;1;39.0
11297;3;1780.0;68.0;3707.0;46.0;5168.0;71.0;1;0;0;0;1;0;0;0;0;0;51.0
11298;3;1796.0;56.0;3721.0;58.0;5159.0;81.0;1;0;0;0;0;0;0;0;1;0;72.0
11299;3;1806.0;39.0;3740.0;37.0;5424.0;48.0;1;0;0;0;0;0;0;0;0;1;57.0
11330;4;5399.0;40.0;6885.0;78.0;8802.0;119.0;1;0;0;1;0;0;0;0;0;0;103.0
11331;4;1709.0;51.0;3489.0;68.0;5416.0;46.0;1;0;0;0;1;0;0;0;0;0;63.0
11332;4;1719.0;72.0;3515.0;56.0;5440.0;58.0;1;0;0;0;0;0;0;0;1;0;63.0
11333;4;1696.0;57.0;3502.0;39.0;5436.0;37.0;1;0;0;0;0;0;0;0;0;1;51.0
11336;4;1757.0;27.0;6756.0;32.0;8867.0;33.0;1;0;0;0;0;0;0;1;0;0;28.0
11375;4;1919.0;103.0;7318.0;40.0;8804.0;78.0;1;0;0;1;0;0;0;0;0;0;90.0
11376;4;1912.0;63.0;3621.0;51.0;5401.0;68.0;1;0;0;0;1;0;0;0;0;0;56.0
11377;4;1884.0;63.0;3603.0;72.0;5399.0;56.0;1;0;0;0;0;0;0;0;1;0;54.0
11378;4;1892.0;51.0;3588.0;57.0;5394.0;39.0;1;0;0;0;0;0;0;0;0;1;37.0
11379;4;5388.0;56.0;7219.0;72.0;10819.0;55.0;1;0;0;0;0;1;0;0;0;0;67.0
11381;4;1933.0;28.0;3690.0;27.0;8689.0;32.0;1;0;0;0;0;0;0;1;0;0;30.0
11420;5;1918.0;90.0;3837.0;103.0;9236.0;40.0;1;0;0;1;0;0;0;0;0;0;51.0
11421;5;1918.0;56.0;3830.0;63.0;5539.0;51.0;1;0;0;0;1;0;0;0;0;0;56.0
11422;5;1929.0;54.0;3813.0;63.0;5532.0;72.0;1;0;0;0;0;0;0;0;1;0;65.0
11423;5;1933.0;37.0;3825.0;51.0;5521.0;57.0;1;0;0;0;0;0;0;0;0;1;43.0
11424;5;1947.0;67.0;7335.0;56.0;9166.0;72.0;1;0;0;0;0;1;0;0;0;0;64.0
11426;5;1930.0;30.0;3863.0;28.0;5620.0;27.0;1;0;0;0;0;0;0;1;0;0;39.0
11465;5;1071.0;51.0;2989.0;90.0;4908.0;103.0;1;0;0;1;0;0;0;0;0;0;46.0
11466;5;1084.0;56.0;3002.0;56.0;4914.0;63.0;1;0;0;0;1;0;0;0;0;0;54.0
11467;5;1094.0;65.0;3023.0;54.0;4907.0;63.0;1;0;0;0;0;0;0;0;1;0;75.0
11468;5;1111.0;43.0;3044.0;37.0;4936.0;51.0;1;0;0;0;0;0;0;0;0;1;50.0
11469;5;1117.0;64.0;3064.0;67.0;8452.0;56.0;1;0;0;0;0;1;0;0;0;0;87.0
11471;5;1086.0;39.0;3016.0;30.0;4949.0;28.0;1;0;0;0;0;0;0;1;0;0;43.0
11510;5;772.0;46.0;1843.0;51.0;3761.0;90.0;1;0;0;1;0;0;0;0;0;0;41.0
11511;5;759.0;54.0;1843.0;56.0;3761.0;56.0;1;0;0;0;1;0;0;0;0;0;56.0
11512;5;764.0;75.0;1858.0;65.0;3787.0;54.0;1;0;0;0;0;0;0;0;1;0;80.0
11513;5;767.0;50.0;1878.0;43.0;3811.0;37.0;1;0;0;0;0;0;0;0;0;1;53.0
11514;5;804.0;87.0;1921.0;64.0;3868.0;67.0;1;0;0;0;0;1;0;0;0;0;97.0
11515;5;806.0;112.0;1884.0;148.0;3832.0;151.0;1;0;0;0;0;0;1;0;0;0;115.0
11516;5;787.0;43.0;1873.0;39.0;3803.0;30.0;1;0;0;0;0;0;0;1;0;0;45.0
11555;6;662.0;41.0;1434.0;46.0;2505.0;51.0;1;0;0;1;0;0;0;0;0;0;48.0
11556;6;676.0;56.0;1435.0;54.0;2519.0;56.0;1;0;0;0;1;0;0;0;0;0;70.0
11557;6;676.0;80.0;1440.0;75.0;2534.0;65.0;1;0;0;0;0;0;0;0;1;0;66.0
11558;6;673.0;53.0;1440.0;50.0;2551.0;43.0;1;0;0;0;0;0;0;0;0;1;59.0
11559;6;633.0;97.0;1437.0;87.0;2554.0;64.0;1;0;0;0;0;1;0;0;0;0;84.0
11560;6;618.0;115.0;1424.0;112.0;2502.0;148.0;1;0;0;0;0;0;1;0;0;0;117.0
11561;6;650.0;45.0;1437.0;43.0;2523.0;39.0;1;0;0;0;0;0;0;1;0;0;62.0
11600;6;744.0;48.0;1406.0;41.0;2178.0;46.0;1;0;0;1;0;0;0;0;0;0;62.0
11601;6;764.0;70.0;1440.0;56.0;2199.0;54.0;1;0;0;0;1;0;0;0;0;0;90.0
11602;6;744.0;66.0;1420.0;80.0;2184.0;75.0;1;0;0;0;0;0;0;0;1;0;60.0
11603;6;740.0;59.0;1413.0;53.0;2180.0;50.0;1;0;0;0;0;0;0;0;0;1;48.0
11604;6;727.0;84.0;1360.0;97.0;2164.0;87.0;1;0;0;0;0;1;0;0;0;0;71.0
11605;6;726.0;117.0;1344.0;115.0;2150.0;112.0;1;0;0;0;0;0;1;0;0;0;116.0
11606;6;718.0;62.0;1368.0;45.0;2155.0;43.0;1;0;0;0;0;0;0;1;0;0;46.0
11645;6;582.0;62.0;1326.0;48.0;1988.0;41.0;1;0;0;1;0;0;0;0;0;0;79.0
11646;6;560.0;90.0;1324.0;70.0;2000.0;56.0;1;0;0;0;1;0;0;0;0;0;68.0
11647;6;559.0;60.0;1303.0;66.0;1979.0;80.0;1;0;0;0;0;0;0;0;1;0;59.0
11648;6;541.0;48.0;1281.0;59.0;1954.0;53.0;1;0;0;0;0;0;0;0;0;1;40.0
11649;6;556.0;71.0;1283.0;84.0;1916.0;97.0;1;0;0;0;0;1;0;0;0;0;63.0
11650;6;545.0;116.0;1271.0;117.0;1889.0;115.0;1;0;0;0;0;0;1;0;0;0;96.0
11651;6;548.0;46.0;1266.0;62.0;1916.0;45.0;1;0;0;0;0;0;0;1;0;0;52.0
11690;6;729.0;79.0;1311.0;62.0;2055.0;48.0;1;0;0;1;0;0;0;0;0;0;77.0
11691;6;741.0;68.0;1301.0;90.0;2065.0;70.0;1;0;0;0;1;0;0;0;0;0;66.0
11692;6;749.0;59.0;1308.0;60.0;2052.0;66.0;1;0;0;0;0;0;0;0;1;0;67.0
11693;6;765.0;40.0;1306.0;48.0;2046.0;59.0;1;0;0;0;0;0;0;0;0;1;47.0
11694;6;617.0;63.0;1173.0;71.0;1900.0;84.0;1;0;0;0;0;1;0;0;0;0;94.0
11696;6;831.0;52.0;1379.0;46.0;2097.0;62.0;1;0;0;0;0;0;0;1;0;0;69.0
11735;6;746.0;77.0;1475.0;79.0;2057.0;62.0;1;0;0;1;0;0;0;0;0;0;120.0
11736;6;740.0;66.0;1481.0;68.0;2041.0;90.0;1;0;0;0;1;0;0;0;0;0;74.0
11737;6;738.0;67.0;1487.0;59.0;2046.0;60.0;1;0;0;0;0;0;0;0;1;0;65.0
11738;6;743.0;47.0;1508.0;40.0;2049.0;48.0;1;0;0;0;0;0;0;0;0;1;79.0
11739;6;873.0;94.0;1490.0;63.0;2046.0;71.0;1;0;0;0;0;1;0;0;0;0;68.0
11740;6;1587.0;96.0;2132.0;116.0;2858.0;117.0;1;0;0;0;0;0;1;0;0;0;202.0
11741;6;830.0;69.0;1661.0;52.0;2209.0;46.0;1;0;0;0;0;0;0;1;0;0;146.0
11780;6;197.0;120.0;943.0;77.0;1672.0;79.0;1;0;0;1;0;0;0;0;0;0;36.0
11781;6;178.0;74.0;918.0;66.0;1659.0;68.0;1;0;0;0;1;0;0;0;0;0;55.0
11782;6;178.0;65.0;916.0;67.0;1665.0;59.0;1;0;0;0;0;0;0;0;1;0;65.0
11783;6;215.0;79.0;958.0;47.0;1723.0;40.0;1;0;0;0;0;0;0;0;0;1;47.0
11785;6;196.0;202.0;1783.0;96.0;2328.0;116.0;1;0;0;0;0;0;1;0;0;0;165.0
11786;6;94.0;146.0;924.0;69.0;1755.0;52.0;1;0;0;0;0;0;0;1;0;0;28.0
11825;6;326.0;36.0;523.0;120.0;1269.0;77.0;1;0;0;1;0;0;0;0;0;0;40.0
11826;6;356.0;55.0;534.0;74.0;1274.0;66.0;1;0;0;0;1;0;0;0;0;0;85.0
11827;6;351.0;65.0;529.0;65.0;1267.0;67.0;1;0;0;0;0;0;0;0;1;0;60.0
11828;7;353.0;47.0;568.0;79.0;1311.0;47.0;1;0;0;0;0;0;0;0;0;1;47.0
11829;7;573.0;68.0;1446.0;94.0;2063.0;63.0;1;0;0;0;0;1;0;0;0;0;73.0
11830;7;344.0;165.0;540.0;202.0;2127.0;96.0;1;0;0;0;0;0;1;0;0;0;152.0
11831;7;349.0;28.0;443.0;146.0;1273.0;69.0;1;0;0;0;0;0;0;1;0;0;31.0
11870;7;519.0;40.0;845.0;36.0;1042.0;120.0;1;0;0;1;0;0;0;0;0;0;55.0
11871;7;488.0;85.0;844.0;55.0;1022.0;74.0;1;0;0;0;1;0;0;0;0;0;54.0
11872;7;502.0;60.0;853.0;65.0;1031.0;65.0;1;0;0;0;0;0;0;0;1;0;59.0
11873;7;530.0;47.0;883.0;47.0;1098.0;79.0;1;0;0;0;0;0;0;0;0;1;48.0
11874;7;550.0;73.0;1123.0;68.0;1996.0;94.0;1;0;0;0;0;1;0;0;0;0;93.0
11875;7;553.0;152.0;897.0;165.0;1093.0;202.0;1;0;0;0;0;0;1;0;0;0;154.0
11876;7;560.0;31.0;909.0;28.0;1003.0;146.0;1;0;0;0;0;0;0;1;0;0;35.0
11905;7;221.0;55.0;740.0;40.0;1066.0;36.0;1;0;0;1;0;0;0;0;0;0;67.0
11906;7;262.0;54.0;750.0;85.0;1106.0;55.0;1;0;0;0;1;0;0;0;0;0;78.0
11907;7;274.0;59.0;776.0;60.0;1127.0;65.0;1;0;0;0;0;0;0;0;1;0;69.0
11908;7;213.0;48.0;743.0;47.0;1096.0;47.0;1;0;0;0;0;0;0;0;0;1;55.0
11909;7;240.0;93.0;790.0;73.0;1363.0;68.0;1;0;0;0;0;1;0;0;0;0;120.0
11910;7;225.0;154.0;778.0;152.0;1122.0;165.0;1;0;0;0;0;0;1;0;0;0;134.0
11911;7;252.0;35.0;812.0;31.0;1161.0;28.0;1;0;0;0;0;0;0;1;0;0;62.0
11950;7;300.0;67.0;521.0;55.0;1040.0;40.0;1;0;0;1;0;0;0;0;0;0;93.0
11951;7;277.0;78.0;539.0;54.0;1027.0;85.0;1;0;0;0;1;0;0;0;0;0;72.0
11952;7;242.0;69.0;516.0;59.0;1018.0;60.0;1;0;0;0;0;0;0;0;1;0;51.0
11953;7;221.0;55.0;434.0;48.0;964.0;47.0;1;0;0;0;0;0;0;0;0;1;37.0
11954;7;184.0;120.0;424.0;93.0;974.0;73.0;1;0;0;0;0;1;0;0;0;0;83.0
11955;7;216.0;134.0;441.0;154.0;994.0;152.0;1;0;0;0;0;0;1;0;0;0;172.0
11956;7;179.0;62.0;431.0;35.0;991.0;31.0;1;0;0;0;0;0;0;1;0;0;30.0
11985;7;280.0;93.0;580.0;67.0;801.0;55.0;1;0;0;1;0;0;0;0;0;0;85.0
11986;7;260.0;72.0;537.0;78.0;799.0;54.0;1;0;0;0;1;0;0;0;0;0;52.0
11987;7;299.0;51.0;541.0;69.0;815.0;59.0;1;0;0;0;0;0;0;0;1;0;69.0
11988;7;303.0;37.0;524.0;55.0;737.0;48.0;1;0;0;0;0;0;0;0;0;1;57.0
11990;7;444.0;172.0;660.0;134.0;885.0;154.0;1;0;0;0;0;0;1;0;0;0;238.0
11991;7;488.0;30.0;667.0;62.0;919.0;35.0;1;0;0;0;0;0;0;1;0;0;66.0
12030;7;230.0;85.0;510.0;93.0;810.0;67.0;1;0;0;1;0;0;0;0;0;0;57.0
12031;7;255.0;52.0;515.0;72.0;792.0;78.0;1;0;0;0;1;0;0;0;0;0;59.0
12032;7;237.0;69.0;536.0;51.0;778.0;69.0;1;0;0;0;0;0;0;0;1;0;72.0
12033;7;257.0;57.0;560.0;37.0;781.0;55.0;1;0;0;0;0;0;0;0;0;1;48.0
12034;7;540.0;83.0;724.0;120.0;964.0;93.0;1;0;0;0;0;1;0;0;0;0;62.0
12035;7;112.0;238.0;556.0;172.0;772.0;134.0;1;0;0;0;0;0;1;0;0;0;183.0
12036;7;115.0;66.0;603.0;30.0;782.0;62.0;1;0;0;0;0;0;0;1;0;0;70.0
12065;7;282.0;57.0;512.0;85.0;792.0;93.0;1;0;0;1;0;0;0;0;0;0;86.0
12066;7;262.0;59.0;517.0;52.0;777.0;72.0;1;0;0;0;1;0;0;0;0;0;57.0
12067;7;281.0;72.0;518.0;69.0;817.0;51.0;1;0;0;0;0;0;0;0;1;0;62.0
12068;7;320.0;48.0;577.0;57.0;880.0;37.0;1;0;0;0;0;0;0;0;0;1;52.0
12069;7;330.0;62.0;870.0;83.0;1054.0;120.0;1;0;0;0;0;1;0;0;0;0;73.0
12070;7;340.0;183.0;452.0;238.0;896.0;172.0;1;0;0;0;0;0;1;0;0;0;181.0
12071;7;331.0;70.0;446.0;66.0;934.0;30.0;1;0;0;0;0;0;0;1;0;0;58.0
12110;7;339.0;86.0;621.0;57.0;851.0;85.0;1;0;0;1;0;0;0;0;0;0;111.0
12111;7;367.0;57.0;629.0;59.0;884.0;52.0;1;0;0;0;1;0;0;0;0;0;67.0
12112;7;362.0;62.0;643.0;72.0;880.0;69.0;1;0;0;0;0;0;0;0;1;0;67.0
12113;7;323.0;52.0;643.0;48.0;900.0;57.0;1;0;0;0;0;0;0;0;0;1;51.0
12115;7;323.0;181.0;663.0;183.0;775.0;238.0;1;0;0;0;0;0;1;0;0;0;201.0
12116;7;344.0;58.0;675.0;70.0;790.0;66.0;1;0;0;0;0;0;0;1;0;0;69.0
12145;7;296.0;111.0;635.0;86.0;917.0;57.0;1;0;0;1;0;0;0;0;0;0;78.0
12146;7;284.0;67.0;651.0;57.0;913.0;59.0;1;0;0;0;1;0;0;0;0;0;58.0
12147;7;289.0;67.0;651.0;62.0;932.0;72.0;1;0;0;0;0;0;0;0;1;0;91.0
12148;7;315.0;51.0;638.0;52.0;958.0;48.0;1;0;0;0;0;0;0;0;0;1;68.0
12149;7;668.0;73.0;998.0;62.0;1538.0;83.0;1;0;0;0;0;1;0;0;0;0;81.0
