;TimeOfDay;HeadwayTime_L1;LinkTravelTime_L1;HeadwayTime_L2;LinkTravelTime_L2;HeadwayTime_L3;LinkTravelTime_L3;DayType_1;DayType_2;DayType_3;LinkRef_200:10427->200:1183;LinkRef_200:1183->200:2673;LinkRef_200:1188->200:1190;LinkRef_200:1190->200:1192;LinkRef_200:1192->200:1193;LinkRef_200:2673->200:2675;LinkRef_200:2675->200:1188;LinkTravelTime
704;4;694.0;117.0;6926.0;145.0;8187.0;112.0;0;0;1;0;0;0;1;0;0;0;115.0
705;4;689.0;35.0;6915.0;37.0;8207.0;35.0;0;0;1;0;0;0;0;1;0;0;32.0
733;5;888.0;59.0;1647.0;41.0;7910.0;78.0;0;0;1;1;0;0;0;0;0;0;44.0
734;5;922.0;62.0;1672.0;53.0;7936.0;55.0;0;0;1;0;1;0;0;0;0;0;79.0
735;5;938.0;60.0;1655.0;63.0;7926.0;62.0;0;0;1;0;0;0;0;0;1;0;73.0
736;5;957.0;46.0;1648.0;51.0;7927.0;49.0;0;0;1;0;0;0;0;0;0;1;58.0
737;5;992.0;76.0;1693.0;67.0;7950.0;89.0;0;0;1;0;0;1;0;0;0;0;90.0
738;5;980.0;115.0;1674.0;117.0;7906.0;145.0;0;0;1;0;0;0;1;0;0;0;104.0
739;5;1028.0;32.0;1717.0;35.0;7943.0;37.0;0;0;1;0;0;0;0;1;0;0;38.0
767;5;1310.0;44.0;2198.0;59.0;2957.0;41.0;0;0;1;1;0;0;0;0;0;0;49.0
768;5;1275.0;79.0;2197.0;62.0;2947.0;53.0;0;0;1;0;1;0;0;0;0;0;57.0
769;5;1252.0;73.0;2190.0;60.0;2907.0;63.0;0;0;1;0;0;0;0;0;1;0;67.0
770;5;1242.0;58.0;2199.0;46.0;2890.0;51.0;0;0;1;0;0;0;0;0;0;1;45.0
771;5;1238.0;90.0;2230.0;76.0;2931.0;67.0;0;0;1;0;0;1;0;0;0;0;108.0
772;5;1252.0;104.0;2232.0;115.0;2926.0;117.0;0;0;1;0;0;0;1;0;0;0;135.0
773;5;1218.0;38.0;2246.0;32.0;2935.0;35.0;0;0;1;0;0;0;0;1;0;0;40.0
812;5;1150.0;49.0;2460.0;44.0;3348.0;59.0;0;0;1;1;0;0;0;0;0;0;99.0
813;5;1140.0;57.0;2415.0;79.0;3337.0;62.0;0;0;1;0;1;0;0;0;0;0;66.0
814;5;1154.0;67.0;2406.0;73.0;3344.0;60.0;0;0;1;0;0;0;0;0;1;0;81.0
815;5;1142.0;45.0;2384.0;58.0;3341.0;46.0;0;0;1;0;0;0;0;0;0;1;69.0
816;5;1108.0;108.0;2346.0;90.0;3338.0;76.0;0;0;1;0;0;1;0;0;0;0;74.0
817;5;1065.0;135.0;2317.0;104.0;3297.0;115.0;0;0;1;0;0;0;1;0;0;0;92.0
818;5;1077.0;40.0;2295.0;38.0;3323.0;32.0;0;0;1;0;0;0;0;1;0;0;81.0
857;6;1536.0;99.0;2686.0;49.0;3996.0;44.0;0;0;1;1;0;0;0;0;0;0;48.0
858;6;1546.0;66.0;2686.0;57.0;3961.0;79.0;0;0;1;0;1;0;0;0;0;0;49.0
859;6;1524.0;81.0;2678.0;67.0;3930.0;73.0;0;0;1;0;0;0;0;0;1;0;59.0
860;6;1526.0;69.0;2668.0;45.0;3910.0;58.0;0;0;1;0;0;0;0;0;0;1;37.0
861;6;1520.0;74.0;2628.0;108.0;3866.0;90.0;0;0;1;0;0;1;0;0;0;0;68.0
862;6;1592.0;92.0;2657.0;135.0;3909.0;104.0;0;0;1;0;0;0;1;0;0;0;164.0
863;6;1568.0;81.0;2645.0;40.0;3863.0;38.0;0;0;1;0;0;0;0;1;0;0;40.0
902;6;544.0;48.0;2080.0;99.0;3230.0;49.0;0;0;1;1;0;0;0;0;0;0;54.0
903;6;550.0;49.0;2096.0;66.0;3236.0;57.0;0;0;1;0;1;0;0;0;0;0;61.0
904;6;556.0;59.0;2080.0;81.0;3234.0;67.0;0;0;1;0;0;0;0;0;1;0;65.0
905;6;478.0;37.0;2004.0;69.0;3146.0;45.0;0;0;1;0;0;0;0;0;0;1;38.0
907;6;485.0;164.0;2077.0;92.0;3142.0;135.0;0;0;1;0;0;0;1;0;0;0;107.0
908;6;492.0;40.0;2060.0;81.0;3137.0;40.0;0;0;1;0;0;0;0;1;0;0;42.0
947;6;1318.0;54.0;1862.0;48.0;3398.0;99.0;0;0;1;1;0;0;0;0;0;0;60.0
948;6;1301.0;61.0;1851.0;49.0;3397.0;66.0;0;0;1;0;1;0;0;0;0;0;65.0
949;6;1301.0;65.0;1857.0;59.0;3381.0;81.0;0;0;1;0;0;0;0;0;1;0;65.0
950;6;1200.0;38.0;1678.0;37.0;3204.0;69.0;0;0;1;0;0;0;0;0;0;1;46.0
952;6;1350.0;107.0;1835.0;164.0;3427.0;92.0;0;0;1;0;0;0;1;0;0;0;108.0
953;6;1341.0;42.0;1833.0;40.0;3401.0;81.0;0;0;1;0;0;0;0;1;0;0;38.0
992;6;1170.0;60.0;2488.0;54.0;3032.0;48.0;0;0;1;1;0;0;0;0;0;0;66.0
993;7;1197.0;65.0;2498.0;61.0;3048.0;49.0;0;0;1;0;1;0;0;0;0;0;72.0
994;7;1212.0;65.0;2513.0;65.0;3069.0;59.0;0;0;1;0;0;0;0;0;1;0;66.0
995;7;1401.0;46.0;2601.0;38.0;3079.0;37.0;0;0;1;0;0;0;0;0;0;1;53.0
996;7;3076.0;68.0;4596.0;74.0;5704.0;108.0;0;0;1;0;0;1;0;0;0;0;65.0
997;7;1228.0;108.0;2578.0;107.0;3063.0;164.0;0;0;1;0;0;0;1;0;0;0;139.0
998;7;1249.0;38.0;2590.0;42.0;3082.0;40.0;0;0;1;0;0;0;0;1;0;0;48.0
1037;7;1681.0;66.0;2851.0;60.0;4169.0;54.0;0;0;1;1;0;0;0;0;0;0;84.0
1038;7;1633.0;72.0;2830.0;65.0;4131.0;61.0;0;0;1;0;1;0;0;0;0;0;44.0
1039;7;1608.0;66.0;2820.0;65.0;4121.0;65.0;0;0;1;0;0;0;0;0;1;0;55.0
1040;7;1590.0;53.0;2991.0;46.0;4191.0;38.0;0;0;1;0;0;0;0;0;0;1;39.0
1041;7;1629.0;65.0;4705.0;68.0;6225.0;74.0;0;0;1;0;0;1;0;0;0;0;88.0
1042;7;1628.0;139.0;2856.0;108.0;4206.0;107.0;0;0;1;0;0;0;1;0;0;0;132.0
1043;7;1610.0;48.0;2859.0;38.0;4200.0;42.0;0;0;1;0;0;0;0;1;0;0;42.0
1082;7;723.0;84.0;2404.0;66.0;3574.0;60.0;0;0;1;1;0;0;0;0;0;0;74.0
1083;7;751.0;44.0;2384.0;72.0;3581.0;65.0;0;0;1;0;1;0;0;0;0;0;72.0
1084;7;764.0;55.0;2372.0;66.0;3584.0;65.0;0;0;1;0;0;0;0;0;1;0;68.0
1085;7;788.0;39.0;2378.0;53.0;3779.0;46.0;0;0;1;0;0;0;0;0;0;1;87.0
1086;7;769.0;88.0;2398.0;65.0;5474.0;68.0;0;0;1;0;0;1;0;0;0;0;85.0
1087;7;792.0;132.0;2420.0;139.0;3648.0;108.0;0;0;1;0;0;0;1;0;0;0;173.0
1088;7;783.0;42.0;2393.0;48.0;3642.0;38.0;0;0;1;0;0;0;0;1;0;0;49.0
1127;7;1091.0;74.0;1814.0;84.0;3495.0;66.0;0;0;1;1;0;0;0;0;0;0;86.0
1128;7;1082.0;72.0;1833.0;44.0;3466.0;72.0;0;0;1;0;1;0;0;0;0;0;47.0
1129;7;1088.0;68.0;1852.0;55.0;3460.0;66.0;0;0;1;0;0;0;0;0;1;0;58.0
1130;8;1068.0;87.0;1856.0;39.0;3446.0;53.0;0;0;1;0;0;0;0;0;0;1;45.0
1131;8;1070.0;85.0;1839.0;88.0;3468.0;65.0;0;0;1;0;0;1;0;0;0;0;87.0
1132;8;1005.0;173.0;1797.0;132.0;3425.0;139.0;0;0;1;0;0;0;1;0;0;0;90.0
1133;8;1021.0;49.0;1804.0;42.0;3414.0;48.0;0;0;1;0;0;0;0;1;0;0;48.0
1172;8;1316.0;86.0;2407.0;74.0;3130.0;84.0;0;0;1;1;0;0;0;0;0;0;53.0
1173;8;1333.0;47.0;2415.0;72.0;3166.0;44.0;0;0;1;0;1;0;0;0;0;0;80.0
1174;8;1323.0;58.0;2411.0;68.0;3175.0;55.0;0;0;1;0;0;0;0;0;1;0;64.0
1175;8;1315.0;45.0;2383.0;87.0;3171.0;39.0;0;0;1;0;0;0;0;0;0;1;43.0
1176;8;1348.0;87.0;2418.0;85.0;3187.0;88.0;0;0;1;0;0;1;0;0;0;0;103.0
1177;8;1334.0;90.0;2339.0;173.0;3131.0;132.0;0;0;1;0;0;0;1;0;0;0;94.0
1178;8;1378.0;48.0;2399.0;49.0;3182.0;42.0;0;0;1;0;0;0;0;1;0;0;70.0
1217;8;1110.0;53.0;2426.0;86.0;3517.0;74.0;0;0;1;1;0;0;0;0;0;0;91.0
1218;8;1074.0;80.0;2407.0;47.0;3489.0;72.0;0;0;1;0;1;0;0;0;0;0;44.0
1219;8;1085.0;64.0;2408.0;58.0;3496.0;68.0;0;0;1;0;0;0;0;0;1;0;75.0
1220;8;1038.0;43.0;2353.0;45.0;3421.0;87.0;0;0;1;0;0;0;0;0;0;1;48.0
1222;8;1101.0;94.0;2435.0;90.0;3440.0;173.0;0;0;1;0;0;0;1;0;0;0;113.0
1223;8;1055.0;70.0;2433.0;48.0;3454.0;49.0;0;0;1;0;0;0;0;1;0;0;46.0
1262;8;1260.0;91.0;2370.0;53.0;3686.0;86.0;0;0;1;1;0;0;0;0;0;0;42.0
1263;8;1260.0;44.0;2334.0;80.0;3667.0;47.0;0;0;1;0;1;0;0;0;0;0;44.0
1264;9;1246.0;75.0;2331.0;64.0;3654.0;58.0;0;0;1;0;0;0;0;0;1;0;61.0
1265;9;1309.0;48.0;2347.0;43.0;3662.0;45.0;0;0;1;0;0;0;0;0;0;1;43.0
1266;9;2322.0;103.0;3670.0;87.0;4740.0;85.0;0;0;1;0;0;1;0;0;0;0;95.0
1267;9;1237.0;113.0;2338.0;94.0;3672.0;90.0;0;0;1;0;0;0;1;0;0;0;110.0
1268;9;1239.0;46.0;2294.0;70.0;3672.0;48.0;0;0;1;0;0;0;0;1;0;0;65.0
1307;9;1085.0;42.0;2345.0;91.0;3455.0;53.0;0;0;1;1;0;0;0;0;0;0;60.0
1308;9;1163.0;44.0;2423.0;44.0;3497.0;80.0;0;0;1;0;1;0;0;0;0;0;106.0
1309;9;1185.0;61.0;2431.0;75.0;3516.0;64.0;0;0;1;0;0;0;0;0;1;0;83.0
1310;9;1195.0;43.0;2504.0;48.0;3542.0;43.0;0;0;1;0;0;0;0;0;0;1;54.0
1311;9;1220.0;95.0;3542.0;103.0;4890.0;87.0;0;0;1;0;0;1;0;0;0;0;105.0
1312;9;1278.0;110.0;2515.0;113.0;3616.0;94.0;0;0;1;0;0;0;1;0;0;0;152.0
1313;9;1280.0;65.0;2519.0;46.0;3574.0;70.0;0;0;1;0;0;0;0;1;0;0;45.0
1352;9;836.0;60.0;1921.0;42.0;3181.0;91.0;0;0;1;1;0;0;0;0;0;0;45.0
1353;9;772.0;106.0;1935.0;44.0;3195.0;44.0;0;0;1;0;1;0;0;0;0;0;58.0
1354;9;749.0;83.0;1934.0;61.0;3180.0;75.0;0;0;1;0;0;0;0;0;1;0;60.0
1355;9;726.0;54.0;1921.0;43.0;3230.0;48.0;0;0;1;0;0;0;0;0;0;1;45.0
1356;9;686.0;105.0;1906.0;95.0;4228.0;103.0;0;0;1;0;0;1;0;0;0;0;80.0
1357;9;703.0;152.0;1981.0;110.0;3218.0;113.0;0;0;1;0;0;0;1;0;0;0;185.0
1358;9;738.0;45.0;2018.0;65.0;3257.0;46.0;0;0;1;0;0;0;0;1;0;0;58.0
1387;9;412.0;45.0;1248.0;60.0;2333.0;42.0;0;0;1;1;0;0;0;0;0;0;69.0
1388;9;400.0;58.0;1172.0;106.0;2335.0;44.0;0;0;1;0;1;0;0;0;0;0;46.0
1389;9;405.0;60.0;1154.0;83.0;2339.0;61.0;0;0;1;0;0;0;0;0;1;0;65.0
1390;9;412.0;45.0;1138.0;54.0;2333.0;43.0;0;0;1;0;0;0;0;0;0;1;69.0
1391;9;444.0;80.0;1130.0;105.0;2350.0;95.0;0;0;1;0;0;1;0;0;0;0;112.0
1392;9;364.0;185.0;1067.0;152.0;2345.0;110.0;0;0;1;0;0;0;1;0;0;0;105.0
1393;9;343.0;58.0;1081.0;45.0;2361.0;65.0;0;0;1;0;0;0;0;1;0;0;81.0
1432;9;548.0;69.0;960.0;45.0;1796.0;60.0;0;0;1;1;0;0;0;0;0;0;68.0
1433;9;548.0;46.0;948.0;58.0;1720.0;106.0;0;0;1;0;1;0;0;0;0;0;46.0
1434;9;558.0;65.0;963.0;60.0;1712.0;83.0;0;0;1;0;0;0;0;0;1;0;58.0
1435;9;588.0;69.0;1000.0;45.0;1726.0;54.0;0;0;1;0;0;0;0;0;0;1;99.0
1436;9;544.0;112.0;988.0;80.0;1674.0;105.0;0;0;1;0;0;1;0;0;0;0;68.0
1437;9;645.0;105.0;1009.0;185.0;1712.0;152.0;0;0;1;0;0;0;1;0;0;0;186.0
1438;9;623.0;81.0;966.0;58.0;1704.0;45.0;0;0;1;0;0;0;0;1;0;0;43.0
1467;9;545.0;68.0;1093.0;69.0;1505.0;45.0;0;0;1;1;0;0;0;0;0;0;55.0
1468;9;561.0;46.0;1109.0;46.0;1509.0;58.0;0;0;1;0;1;0;0;0;0;0;45.0
1469;9;570.0;58.0;1128.0;65.0;1533.0;60.0;0;0;1;0;0;0;0;0;1;0;69.0
1470;9;555.0;99.0;1143.0;69.0;1555.0;45.0;0;0;1;0;0;0;0;0;0;1;53.0
1471;10;586.0;68.0;1130.0;112.0;1574.0;80.0;0;0;1;0;0;1;0;0;0;0;99.0
1472;10;540.0;186.0;1185.0;105.0;1549.0;185.0;0;0;1;0;0;0;1;0;0;0;141.0
1473;10;544.0;43.0;1167.0;81.0;1510.0;58.0;0;0;1;0;0;0;0;1;0;0;45.0
1512;10;512.0;55.0;1057.0;68.0;1605.0;69.0;0;0;1;1;0;0;0;0;0;0;122.0
1513;10;491.0;45.0;1052.0;46.0;1600.0;46.0;0;0;1;0;1;0;0;0;0;0;41.0
1514;10;478.0;69.0;1048.0;58.0;1606.0;65.0;0;0;1;0;0;0;0;0;1;0;55.0
1515;10;492.0;53.0;1047.0;99.0;1635.0;69.0;0;0;1;0;0;0;0;0;0;1;49.0
1516;10;473.0;99.0;1059.0;68.0;1603.0;112.0;0;0;1;0;0;1;0;0;0;0;79.0
1517;10;431.0;141.0;971.0;186.0;1616.0;105.0;0;0;1;0;0;0;1;0;0;0;118.0
1518;10;440.0;45.0;984.0;43.0;1607.0;81.0;0;0;1;0;0;0;0;1;0;0;58.0
1547;10;718.0;122.0;1230.0;55.0;1775.0;68.0;0;0;1;1;0;0;0;0;0;0;39.0
1548;10;757.0;41.0;1248.0;45.0;1809.0;46.0;0;0;1;0;1;0;0;0;0;0;80.0
1549;10;743.0;55.0;1221.0;69.0;1791.0;58.0;0;0;1;0;0;0;0;0;1;0;57.0
1550;10;700.0;49.0;1192.0;53.0;1747.0;99.0;0;0;1;0;0;0;0;0;0;1;38.0
1551;10;722.0;79.0;1195.0;99.0;1781.0;68.0;0;0;1;0;0;1;0;0;0;0;102.0
1552;10;724.0;118.0;1155.0;141.0;1695.0;186.0;0;0;1;0;0;0;1;0;0;0;120.0
1553;10;724.0;58.0;1164.0;45.0;1708.0;43.0;0;0;1;0;0;0;0;1;0;0;54.0
1592;10;387.0;39.0;1105.0;122.0;1617.0;55.0;0;0;1;1;0;0;0;0;0;0;53.0
1593;10;376.0;80.0;1133.0;41.0;1624.0;45.0;0;0;1;0;1;0;0;0;0;0;51.0
1594;10;401.0;57.0;1144.0;55.0;1622.0;69.0;0;0;1;0;0;0;0;0;1;0;60.0
1595;10;443.0;38.0;1143.0;49.0;1635.0;53.0;0;0;1;0;0;0;0;0;0;1;48.0
1596;10;417.0;102.0;1139.0;79.0;1612.0;99.0;0;0;1;0;0;1;0;0;0;0;76.0
1597;10;447.0;120.0;1171.0;118.0;1602.0;141.0;0;0;1;0;0;0;1;0;0;0;150.0
1598;10;431.0;54.0;1155.0;58.0;1595.0;45.0;0;0;1;0;0;0;0;1;0;0;56.0
1627;10;574.0;53.0;961.0;39.0;1679.0;122.0;0;0;1;1;0;0;0;0;0;0;104.0
1628;10;593.0;51.0;969.0;80.0;1726.0;41.0;0;0;1;0;1;0;0;0;0;0;88.0
1629;10;586.0;60.0;987.0;57.0;1730.0;55.0;0;0;1;0;0;0;0;0;1;0;60.0
1630;10;569.0;48.0;1012.0;38.0;1712.0;49.0;0;0;1;0;0;0;0;0;0;1;51.0
1631;10;570.0;76.0;987.0;102.0;1709.0;79.0;0;0;1;0;0;1;0;0;0;0;77.0
1632;10;554.0;150.0;1001.0;120.0;1725.0;118.0;0;0;1;0;0;0;1;0;0;0;118.0
1633;10;537.0;56.0;968.0;54.0;1692.0;58.0;0;0;1;0;0;0;0;1;0;0;39.0
1672;10;479.0;104.0;1053.0;53.0;1440.0;39.0;0;0;1;1;0;0;0;0;0;0;81.0
1673;10;493.0;88.0;1086.0;51.0;1462.0;80.0;0;0;1;0;1;0;0;0;0;0;102.0
1674;10;482.0;60.0;1068.0;60.0;1469.0;57.0;0;0;1;0;0;0;0;0;1;0;64.0
1675;10;469.0;51.0;1038.0;48.0;1481.0;38.0;0;0;1;0;0;0;0;0;0;1;43.0
1676;10;473.0;77.0;1043.0;76.0;1460.0;102.0;0;0;1;0;0;1;0;0;0;0;81.0
1677;10;528.0;118.0;1082.0;150.0;1529.0;120.0;0;0;1;0;0;0;1;0;0;0;189.0
1678;10;539.0;39.0;1076.0;56.0;1507.0;54.0;0;0;1;0;0;0;0;1;0;0;50.0
1707;10;446.0;81.0;925.0;104.0;1499.0;53.0;0;0;1;1;0;0;0;0;0;0;53.0
1708;10;421.0;102.0;914.0;88.0;1507.0;51.0;0;0;1;0;1;0;0;0;0;0;57.0
1709;10;442.0;64.0;924.0;60.0;1510.0;60.0;0;0;1;0;0;0;0;0;1;0;68.0
1710;10;402.0;43.0;871.0;51.0;1440.0;48.0;0;0;1;0;0;0;0;0;0;1;51.0
1712;10;448.0;189.0;976.0;118.0;1530.0;150.0;0;0;1;0;0;0;1;0;0;0;177.0
1713;10;464.0;50.0;1003.0;39.0;1540.0;56.0;0;0;1;0;0;0;0;1;0;0;49.0
1752;10;424.0;53.0;870.0;81.0;1349.0;104.0;0;0;1;1;0;0;0;0;0;0;39.0
1753;10;411.0;57.0;832.0;102.0;1325.0;88.0;0;0;1;0;1;0;0;0;0;0;64.0
1754;10;396.0;68.0;838.0;64.0;1320.0;60.0;0;0;1;0;0;0;0;0;1;0;54.0
1755;10;475.0;51.0;877.0;43.0;1346.0;51.0;0;0;1;0;0;0;0;0;0;1;50.0
1756;11;876.0;81.0;1349.0;77.0;1919.0;76.0;0;0;1;0;0;1;0;0;0;0;80.0
1757;11;359.0;177.0;807.0;189.0;1335.0;118.0;0;0;1;0;0;0;1;0;0;0;120.0
1758;11;355.0;49.0;819.0;50.0;1358.0;39.0;0;0;1;0;0;0;0;1;0;0;47.0
1787;11;537.0;39.0;961.0;53.0;1407.0;81.0;0;0;1;1;0;0;0;0;0;0;103.0
1788;11;521.0;64.0;932.0;57.0;1353.0;102.0;0;0;1;0;1;0;0;0;0;0;48.0
1789;11;510.0;54.0;906.0;68.0;1348.0;64.0;0;0;1;0;0;0;0;0;1;0;59.0
1790;11;513.0;50.0;988.0;51.0;1390.0;43.0;0;0;1;0;0;0;0;0;0;1;47.0
1791;11;540.0;80.0;1416.0;81.0;1889.0;77.0;0;0;1;0;0;1;0;0;0;0;107.0
1792;11;539.0;120.0;898.0;177.0;1346.0;189.0;0;0;1;0;0;0;1;0;0;0;119.0
1793;11;555.0;47.0;910.0;49.0;1374.0;50.0;0;0;1;0;0;0;0;1;0;0;47.0
1832;11;378.0;103.0;915.0;39.0;1339.0;53.0;0;0;1;1;0;0;0;0;0;0;70.0
1833;11;385.0;48.0;906.0;64.0;1317.0;57.0;0;0;1;0;1;0;0;0;0;0;55.0
1834;11;386.0;59.0;896.0;54.0;1292.0;68.0;0;0;1;0;0;0;0;0;1;0;60.0
1835;11;414.0;47.0;927.0;50.0;1402.0;51.0;0;0;1;0;0;0;0;0;0;1;137.0
1836;11;395.0;107.0;935.0;80.0;1811.0;81.0;0;0;1;0;0;1;0;0;0;0;66.0
1837;11;361.0;119.0;900.0;120.0;1259.0;177.0;0;0;1;0;0;0;1;0;0;0;85.0
1838;11;334.0;47.0;889.0;47.0;1244.0;49.0;0;0;1;0;0;0;0;1;0;0;51.0
1867;11;461.0;70.0;839.0;103.0;1376.0;39.0;0;0;1;1;0;0;0;0;0;0;112.0
1868;11;479.0;55.0;864.0;48.0;1385.0;64.0;0;0;1;0;1;0;0;0;0;0;57.0
1869;11;493.0;60.0;879.0;59.0;1389.0;54.0;0;0;1;0;0;0;0;0;1;0;74.0
1870;11;459.0;137.0;873.0;47.0;1386.0;50.0;0;0;1;0;0;0;0;0;0;1;50.0
1871;11;458.0;66.0;853.0;107.0;1393.0;80.0;0;0;1;0;0;1;0;0;0;0;87.0
1872;11;541.0;85.0;902.0;119.0;1441.0;120.0;0;0;1;0;0;0;1;0;0;0;168.0
1873;11;554.0;51.0;888.0;47.0;1443.0;47.0;0;0;1;0;0;0;0;1;0;0;48.0
1912;11;432.0;112.0;893.0;70.0;1271.0;103.0;0;0;1;1;0;0;0;0;0;0;99.0
1913;11;435.0;57.0;914.0;55.0;1299.0;48.0;0;0;1;0;1;0;0;0;0;0;76.0
1914;11;451.0;74.0;944.0;60.0;1330.0;59.0;0;0;1;0;0;0;0;0;1;0;90.0
1947;11;467.0;99.0;899.0;112.0;1360.0;70.0;0;0;1;1;0;0;0;0;0;0;47.0
1948;11;446.0;76.0;881.0;57.0;1360.0;55.0;0;0;1;0;1;0;0;0;0;0;55.0
1949;11;418.0;90.0;869.0;74.0;1362.0;60.0;0;0;1;0;0;0;0;0;1;0;62.0
1950;11;854.0;50.0;1313.0;137.0;1727.0;47.0;0;0;1;0;0;0;0;0;0;1;47.0
1951;11;866.0;87.0;1324.0;66.0;1719.0;107.0;0;0;1;0;0;1;0;0;0;0;70.0
1952;11;832.0;168.0;1373.0;85.0;1734.0;119.0;0;0;1;0;0;0;1;0;0;0;117.0
1953;11;853.0;48.0;1407.0;51.0;1741.0;47.0;0;0;1;0;0;0;0;1;0;0;62.0
1992;11;492.0;47.0;959.0;99.0;1391.0;112.0;0;0;1;1;0;0;0;0;0;0;66.0
1993;11;541.0;55.0;987.0;76.0;1422.0;57.0;0;0;1;0;1;0;0;0;0;0;104.0
1994;11;551.0;62.0;969.0;90.0;1420.0;74.0;0;0;1;0;0;0;0;0;1;0;72.0
1995;11;565.0;47.0;1419.0;50.0;1878.0;137.0;0;0;1;0;0;0;0;0;0;1;50.0
1996;11;568.0;70.0;1434.0;87.0;1892.0;66.0;0;0;1;0;0;1;0;0;0;0;102.0
1997;11;607.0;117.0;1439.0;168.0;1980.0;85.0;0;0;1;0;0;0;1;0;0;0;173.0
1998;11;586.0;62.0;1439.0;48.0;1993.0;51.0;0;0;1;0;0;0;0;1;0;0;49.0
2027;11;449.0;66.0;941.0;47.0;1408.0;99.0;0;0;1;1;0;0;0;0;0;0;38.0
2028;11;398.0;104.0;939.0;55.0;1385.0;76.0;0;0;1;0;1;0;0;0;0;0;53.0
2029;11;400.0;72.0;951.0;62.0;1369.0;90.0;0;0;1;0;0;0;0;0;1;0;59.0
2030;11;379.0;50.0;944.0;47.0;1798.0;50.0;0;0;1;0;0;0;0;0;0;1;55.0
2031;11;361.0;102.0;929.0;70.0;1795.0;87.0;0;0;1;0;0;1;0;0;0;0;84.0
2032;11;376.0;173.0;983.0;117.0;1815.0;168.0;0;0;1;0;0;0;1;0;0;0;172.0
2033;11;380.0;49.0;966.0;62.0;1819.0;48.0;0;0;1;0;0;0;0;1;0;0;44.0
2072;11;402.0;38.0;851.0;66.0;1343.0;47.0;0;0;1;1;0;0;0;0;0;0;36.0
2073;11;418.0;53.0;816.0;104.0;1357.0;55.0;0;0;1;0;1;0;0;0;0;0;69.0
2074;11;404.0;59.0;804.0;72.0;1355.0;62.0;0;0;1;0;0;0;0;0;1;0;60.0
2075;11;442.0;55.0;821.0;50.0;1386.0;47.0;0;0;1;0;0;0;0;0;0;1;119.0
2076;12;420.0;84.0;781.0;102.0;1349.0;70.0;0;0;1;0;0;1;0;0;0;0;62.0
2077;12;365.0;172.0;741.0;173.0;1348.0;117.0;0;0;1;0;0;0;1;0;0;0;133.0
2078;12;339.0;44.0;719.0;49.0;1305.0;62.0;0;0;1;0;0;0;0;1;0;0;42.0
2107;12;620.0;36.0;1022.0;38.0;1471.0;66.0;0;0;1;1;0;0;0;0;0;0;106.0
2108;12;647.0;69.0;1065.0;53.0;1463.0;104.0;0;0;1;0;1;0;0;0;0;0;81.0
2109;12;674.0;60.0;1078.0;59.0;1478.0;72.0;0;0;1;0;0;0;0;0;1;0;71.0
2110;12;643.0;119.0;1085.0;55.0;1464.0;50.0;0;0;1;0;0;0;0;0;0;1;62.0
2111;12;650.0;62.0;1070.0;84.0;1431.0;102.0;0;0;1;0;0;1;0;0;0;0;69.0
2112;12;737.0;133.0;1102.0;172.0;1478.0;173.0;0;0;1;0;0;0;1;0;0;0;185.0
2113;12;749.0;42.0;1088.0;44.0;1468.0;49.0;0;0;1;0;0;0;0;1;0;0;36.0
2152;12;261.0;106.0;881.0;36.0;1283.0;38.0;0;0;1;1;0;0;0;0;0;0;92.0
2153;12;252.0;81.0;899.0;69.0;1317.0;53.0;0;0;1;0;1;0;0;0;0;0;87.0
2154;12;246.0;71.0;920.0;60.0;1324.0;59.0;0;0;1;0;0;0;0;0;1;0;65.0
2155;12;248.0;62.0;891.0;119.0;1333.0;55.0;0;0;1;0;0;0;0;0;0;1;63.0
2156;12;253.0;69.0;903.0;62.0;1323.0;84.0;0;0;1;0;0;1;0;0;0;0;74.0
2157;12;146.0;185.0;883.0;133.0;1248.0;172.0;0;0;1;0;0;0;1;0;0;0;113.0
2158;12;147.0;36.0;896.0;42.0;1235.0;44.0;0;0;1;0;0;0;0;1;0;0;55.0
2187;12;552.0;92.0;813.0;106.0;1433.0;36.0;0;0;1;1;0;0;0;0;0;0;62.0
2188;12;536.0;87.0;788.0;81.0;1435.0;69.0;0;0;1;0;1;0;0;0;0;0;71.0
2189;12;530.0;65.0;776.0;71.0;1450.0;60.0;0;0;1;0;0;0;0;0;1;0;56.0
2190;12;468.0;63.0;716.0;62.0;1359.0;119.0;0;0;1;0;0;0;0;0;0;1;50.0
2192;12;576.0;113.0;722.0;185.0;1459.0;133.0;0;0;1;0;0;0;1;0;0;0;100.0
2193;12;578.0;55.0;725.0;36.0;1474.0;42.0;0;0;1;0;0;0;0;1;0;0;37.0
2232;12;346.0;62.0;898.0;92.0;1159.0;106.0;0;0;1;1;0;0;0;0;0;0;39.0
2233;12;400.0;71.0;936.0;87.0;1188.0;81.0;0;0;1;0;1;0;0;0;0;0;110.0
2234;12;411.0;56.0;941.0;65.0;1187.0;71.0;0;0;1;0;0;0;0;0;1;0;64.0
2235;12;451.0;50.0;919.0;63.0;1167.0;62.0;0;0;1;0;0;0;0;0;0;1;53.0
2236;12;952.0;74.0;1205.0;69.0;1855.0;62.0;0;0;1;0;0;1;0;0;0;0;107.0
2237;12;410.0;100.0;986.0;113.0;1132.0;185.0;0;0;1;0;0;0;1;0;0;0;147.0
